
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Belize","BLZ","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.699","7.682","7.771","9.095","10.017","11.632","8.942","10.718","9.077","7.34","5.832","7.407","7.46","7.439","7.464","6.247","5.931","5.703","5.815","5.88","5.889","5.85","5.829","4.771","5.445","4.419","4.608","5.365","6.011","7.258","6.891","5.702","5.372",
"Bermuda","BMU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.076","3.194","3.219","3.256","2.779","2.45","2.114","2.099","2.232","2.322","2.453","2.364","2.351","2.248","2.169","2.083","2.07","2.002","2.472","2.194","1.927","1.511","2.001","1.378","2.633","3.1","3.351","3.445","3.441","6.458","4.635","3.063","2.677",
"Brazil","BRA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.815","5.968","5.226","5.572","5.889","6.395","7.075","7.91","8.812","8.655","8.492","8.467","8.941","7.683","7.995","7.388","6.879","6.049","6.968","6.17","5.49","5.806","5.685","5.612","7.228","10.073","11.204","10.733","10.065","11.798","10.673","7.475","6.607",
"Barbados","BRB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.907","20.496","21.675","18.435","16.7","11.818","11.416","8.539","7.948","7.446","8.01","8.547","9.528","8.733","7.44","7.696","6.443","6.864","10.148","10.902","9.792","10.945","11.663","11.69","10.64","7.847","8.467","8.116","9.543","11.204","10.752","9.599","8.964",
"Brunei Darussalam","BRN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.728","3.803","3.901","3.996","4.093","4.18","4.294","4.41","4.507","4.588","4.673","4.775","4.881","4.998","5.121","5.222","5.332","5.451","5.591","5.689","5.77","5.864","5.998","6.141","7.044","7.944","8.813","7.705","5.709","6.391","3.845","4.679","4.753",
"Bhutan","BTN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.372","1.379","1.393","1.39","1.391","1.391","1.394","1.4","1.233","1.204","1.191","1.251","1.295","1.889","2.931","2.632","2.901","2.819","2.74","2.763","1.994","1.914","2.241","1.979","1.904","2.171","2.451","2.738","2.276","4.215","3.707","4.398","4.143",
"Botswana","BWA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.536","14.335","17.091","19.87","19.771","19.678","19.022","18.707","16.603","14.772","15.655","18.693","21.559","19.585","17.74","15.752","14.654","13.658","13.099","14.691","15.066","15.166","15.58","16.048","16.615","17.17","17.666","17.853","18.425","19.577","20.362","21.446","20.097",
"Central African Republic","CAF","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.143","5.251","5.323","5.331","5.272","5.22","5.167","5.129","5.12","5.085","5.014","5.02","4.975","4.898","4.833","4.761","4.717","4.666","4.707","4.782","4.753","4.733","4.806","4.959","5.162","5.219","5.329","5.279","5.343","5.902","5.951","5.612","5.535",
"Canada","CAN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.822","12.013","11.949","10.885","9.798","9.894","9.252","8.524","7.828","6.943","7.529","8.13","7.936","7.476","7.015","6.732","6.48","6.74","9.619","8.917","8.051","7.789","7.557","7.488","7.513","7.719","6.872","6.115","6.072","9.777","7.694","5.408","5.529",
"Central Europe and the Baltics","CEB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.31517785460185","9.89147722215467","11.0912932535696","10.8048389110173","10.3203613208192","9.53459824234796","8.49047856430353","8.48080216869709","10.2291826019575","11.9328949787749","12.8584671192769","13.4927807548151","12.7279380435451","12.7692915719148","11.5416037395461","9.70031167005854","7.4937481599166","6.30125992118115","8.51124132547046","9.96304815015519","9.70831095356864","9.84857372505335","9.88945379533979","8.64155712457318","7.75181850377234","6.53387354464325","5.33047630974062","4.33588532761951","3.72369484301734","4.34002961010367","4.48677802464475","4.03512341150453","4.10890751847462",
"Switzerland","CHE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.203","1.887","2.889","3.089","2.685","3.375","4.28","3.158","2.673","2.293","1.702","2.782","3.81","3.945","3.887","3.402","2.916","2.82","3.764","4.48","4.08","4.281","4.6","4.688","4.704","4.841","4.571","4.367","4.115","4.656","4.906","4.063","3.865",
"Channel Islands","CHI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.993","5.549","6.504","6.66","6.295","6.205","6.001","5.556","5.266","4.748","4.56","4.917","5.256","5.41","5.282","5.015","4.772","4.955","6.617","6.923","7.077","7.917","8.418","8.202","7.731","7.198","6.598","6.045","5.916","6.41","6.335","5.641","5.8",
"Chile","CHL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.024","3.902","4.201","5.438","4.437","6.139","5.888","6.261","10.146","9.451","9.596","9.322","8.547","8.556","7.64","7.423","6.955","7.51","9.971","7.516","6.447","5.757","5.682","6.384","6.113","6.551","6.906","6.988","7.001","10.854","9.133","7.897","8.786",
"China","CHN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.629","2.628","2.983","3.216","3.327","3.46","3.581","3.592","3.603","3.614","4.212","4.698","5.074","4.973","5.005","4.904","4.814","5.078","5.221","5.009","5.032","5.066","5.089","5.123","5.146","5.048","4.949","4.773","5.051","5.538","5.044","5.518","5.174",
"Cote d'Ivoire","CIV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.536","6.641","5.816","4.999","4.057","3.991","3.911","4.046","4.368","4.787","5.153","5.472","5.816","5.882","5.987","5.976","6.244","6.334","6.513","6.532","7.072","7.142","3.606","2.751","2.147","1.564","2.851","2.411","1.943","2.111","2.122","1.957","1.93",
"Cameroon","CMR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.566","10.661","10.791","10.466","10.137","9.492","9.13","8.815","8.577","8.384","8.175","7.201","6.167","5.117","4.206","3.426","2.645","2.875","3.139","3.415","3.352","3.262","3.172","3.079","3.066","3.078","3.121","3.156","3.18","3.431","3.499","3.201","3.163",
"Congo, Dem. Rep.","COD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.985","4.112","4.211","4.151","4.006","3.856","3.887","3.924","3.973","3.997","4.008","3.92","3.77","3.67","3.638","3.884","4.133","4.376","4.658","4.891","5.127","5.301","5.287","5.253","5.265","5.377","5.488","5.519","5.496","6.46","6.271","5.409","5.359",
"Congo, Rep.","COG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.593","18.6","18.663","18.898","18.866","18.722","18.591","18.605","18.811","18.581","18.585","18.393","18.594","18.612","18.53","18.336","18.631","18.684","18.589","18.134","18.262","18.324","18.641","18.526","18.929","19.239","19.586","19.633","19.314","21.136","20.817","18.941","18.741",
"Colombia","COL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.756","6.895","5.479","5.398","6.86","9.572","9.977","12.739","17.579","17.412","12.059","12.007","10.546","10.743","8.768","8.733","8.769","8.901","9.394","8.856","8.118","7.81","7.297","6.988","6.717","7.069","7.15","7.447","8.247","12.804","10.922","8.653","7.93",
"Comoros","COM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.631","4.348","4.395","4.39","4.504","4.607","4.378","4.429","4.35","4.193","4.168","4.156","4.349","4.353","4.367","4.38","4.432","4.432","4.445","4.403","4.426","4.455","4.467","4.544","4.62","4.675","4.66","4.626","4.691","5.482","5.422","5.369","5.312",
"Cabo Verde","CPV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.404","13.322","13.188","12.878","12.833","12.8","12.957","13","13.015","12.969","13.168","13.289","13.492","13.347","13.324","13.26","13.175","13.18","13.368","10.531","10.777","10.932","11.145","11.389","11.581","11.705","11.82","12.663","12.609","15.404","14.546","12.744","12.452",
"Costa Rica","CRI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.656","3.36","3.518","3.387","4.592","5.255","4.906","4.231","4.886","4.324","5.208","5.609","5.828","5.404","5.031","4.373","3.24","4.157","6.594","6.016","8.034","7.96","7.192","7.159","7.122","6.777","6.478","7.445","8.504","13.199","11.714","8.637","7.109",
"Caribbean small states","CSS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8712904793598","13.1540683635096","12.7184186478476","12.3919604539087","11.1199511080624","10.6748908456354","10.570144549925","9.97935329532854","10.104978300222","9.68247442296018","9.69320363725247","10.180189829912","10.2568069014562","9.83554123471237","9.37241581813531","8.54775833377506","8.1210677830536","8.25835940855904","10.128764916037","10.1341108118513","10.2194011596367","10.5685021094758","10.9910612598631","10.2951366603402","10.0972668878184","9.8665370280505","9.44613872399732","9.86248021545415","9.78766048825431","12.145216580201","11.2255268423522","9.57662873906137","8.87343070309812",
"Cuba","CUB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.615","6.027","6.477","6.107","5.678","5.028","4.865","4.517","4.387","3.878","3.154","2.578","1.725","1.656","1.799","1.731","1.737","1.347","1.47","2.37","2.976","3.365","3.13","2.431","2.286","1.887","1.739","1.623","1.2","1.287","1.291","1.253","1.154",
"Curacao","CUW","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.218","2.007","1.842","1.997","1.917","2.328","2.703","2.759","4.34","2.918","2.716","2.636","3.795","3.586","4.53","3.927","3.426","3.229","5.498","6.236","8.109","12.741","16.761","17.167","15.146","12.674","10.979","8.17","6.348","7.704","7.092","5.988","6.045",
"Czechia","CZE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.434","2.238","3.468","3.538","3.46","3.254","3.809","5.037","7.268","7.33","6.74","5.901","6.108","7.028","6.458","5.81","4.22","3.461","5.846","6.381","5.799","6.025","5.904","5.099","4.232","3.378","2.341","1.793","1.723","2.23","2.307","1.788","2.229",
"Germany","DEU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.424","4.911","6.457","7.54","7.051","8.238","9.304","9.287","8.557","7.639","7.768","8.698","10.184","11.256","11.396","10.314","8.544","7.421","8.106","7.366","6.033","5.552","5.503","5.284","4.974","4.453","4.12","3.795","3.493","4.222","3.987","3.343","3.255",
"Djibouti","DJI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.965","23.814","24.296","24.189","24.334","24.175","24.144","23.975","23.677","23.561","23.468","23.419","23.278","23.194","23.153","23.013","22.847","22.664","22.709","22.669","22.571","22.412","22.35","22.327","22.191","22.09","22.117","22.183","22.209","23.51","23.387","22.273","22.16",
"Dominica","DMA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.299","8.291","10.396","7.208","5.615","5.53","4.514","3.85","4.484","4.04","3.624","4.236","5.093","4.999","4.436","3.332","3.449","3.339","7.067","8.622","7.902","7.804","7.122","6.733","6.057","5.639","5.635","4.94","4.795","5.332","4.958","4.38","5.001",
"Dominican Republic","DOM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.669","4.486","4.203","4.176","4.288","4.318","4.182","4.158","4.157","4.242","5.243","4.979","5.306","4.367","4.905","3.883","3.847","3.262","4.151","4.146","4.718","5.182","5.384","4.868","5.503","5.055","4.338","3.728","4.141","4.224","4.434","3.377","3.541",
"Algeria","DZA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.163","24.91","26.664","28.054","32.035","28.33","25.319","26.781","28.519","29.778","27.225","25.717","23.426","17.553","14.927","11.745","12.824","10.138","8.594","8.136","8.432","9.602","8.319","9.017","9.939","8.207","9.858","10.005","10.136","11.765","11.34","10.232","9.647",
